area_level,area_name,sex,age_group,indicator,indicator_label,mean,lower,upper
District,Dowa,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.727189002227793,0.625710377700219,0.834027930188669
District,Dowa,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.75298511645447,0.65685734416329,0.844703895410224
District,Dowa,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.824123471026143,0.743811549086339,0.89230000747528
District,Dowa,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.872021082256486,0.80171397237293,0.92460686902846
District,Dowa,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.907136796381457,0.852901175408124,0.946076900209759
District,Dowa,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.927840714713905,0.881477931211013,0.959525441175372
District,Dowa,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.925260708891643,0.875227410207143,0.95906427821148
District,Dowa,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.900635822292245,0.830507476010528,0.945874268853236
District,Dowa,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.899610492160396,0.826541526053422,0.950083939073688
District,Dowa,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.901762403855078,0.826449636998264,0.950444151103606
District,Dowa,female,0-4,incidence,HIV incidence,3.0980200367293e-4,2.5778945525079e-4,3.674154599434e-4
District,Dowa,female,5-9,incidence,HIV incidence,0,0,0
District,Dowa,female,10-14,incidence,HIV incidence,0,0,0
District,Dowa,female,15-19,incidence,HIV incidence,2.8252416006466e-4,2.2850518046443e-4,3.4379211636937e-4
District,Dowa,female,20-24,incidence,HIV incidence,8.6036166528254e-4,6.958549950221e-4,0.00104694653388136
District,Dowa,female,25-29,incidence,HIV incidence,9.0786807793632e-4,7.3427747955888e-4,0.00110475624260791
District,Dowa,female,30-34,incidence,HIV incidence,7.3853779657069e-4,5.9732540710837e-4,8.987016494047e-4
District,Dowa,female,35-39,incidence,HIV incidence,5.5157176823355e-4,4.4610919761434e-4,6.7118746262074e-4
District,Dowa,female,40-44,incidence,HIV incidence,4.0211749783263e-4,3.2523167575313e-4,4.8932112407369e-4
District,Dowa,female,45-49,incidence,HIV incidence,2.8988557676936e-4,2.3445905605857e-4,3.5274997306114e-4
District,Dowa,female,50-54,incidence,HIV incidence,2.0692901324968e-4,1.6736405690439e-4,2.5180323833663e-4
District,Dowa,female,55-59,incidence,HIV incidence,1.4971112456767e-4,1.2108634194343e-4,1.821770564767e-4
District,Dowa,female,60-64,incidence,HIV incidence,1.0997494962997e-4,8.89477670915776e-5,1.3382373974463e-4
District,Dowa,female,65-69,incidence,HIV incidence,8.10607735367519e-5,6.5561995054594e-5,9.86392989932212e-5
District,Dowa,male,0-4,incidence,HIV incidence,3.1087516687021e-4,2.5868242278451e-4,3.6868823363567e-4
District,Dowa,male,5-9,incidence,HIV incidence,0,0,0
District,Dowa,male,10-14,incidence,HIV incidence,0,0,0
District,Dowa,male,15-19,incidence,HIV incidence,1.63444706037774e-5,1.32194257788443e-5,1.98888528209024e-5
District,Dowa,male,20-24,incidence,HIV incidence,1.9089732821457e-4,1.5439768993408e-4,2.3229486799602e-4
District,Dowa,male,25-29,incidence,HIV incidence,4.4558035804101e-4,3.6038428132307e-4,5.4220947554423e-4
District,Dowa,male,30-34,incidence,HIV incidence,5.9061244614452e-4,4.7768514954212e-4,7.1869463798212e-4
District,Dowa,male,35-39,incidence,HIV incidence,6.1545516336116e-4,0.00049777771092057005,7.4892506190676e-4
District,Dowa,male,40-44,incidence,HIV incidence,5.6868425838124e-4,4.59949803098e-4,6.9201087601625e-4
District,Dowa,male,45-49,incidence,HIV incidence,4.9292280309724e-4,3.9867451662916e-4,5.9981903157215e-4
District,Dowa,male,50-54,incidence,HIV incidence,4.1057680880801e-4,3.3207360353671e-4,4.9961483259366e-4
District,Dowa,male,55-59,incidence,HIV incidence,3.3307730572592e-4,2.6939239914345e-4,4.0530834798513e-4
District,Dowa,male,60-64,incidence,HIV incidence,2.6736529186087e-4,2.1624477550319e-4,3.2534579193573e-4
District,Dowa,male,65-69,incidence,HIV incidence,2.1343410977129e-4,1.726253880987e-4,2.5971899499633e-4
District,Salima,female,0-4,population,Population,45986.3470912185,45986.3470912185,45986.3470912185
District,Salima,female,5-9,population,Population,42016.6225262659,42016.6225262659,42016.6225262659
District,Salima,female,10-14,population,Population,39261.9455016058,39261.9455016058,39261.9455016058
District,Salima,female,15-19,population,Population,34536.6740812312,34536.6740812312,34536.6740812312
District,Salima,female,20-24,population,Population,26981.4728512319,26981.4728512319,26981.4728512319
District,Salima,female,25-29,population,Population,22694.7121440907,22694.7121440907,22694.7121440907
District,Salima,female,30-34,population,Population,19520.7330892931,19520.7330892931,19520.7330892931
District,Salima,female,35-39,population,Population,17667.6538897426,17667.6538897426,17667.6538897426
District,Salima,female,40-44,population,Population,13401.5630844683,13401.5630844683,13401.5630844683
District,Salima,female,45-49,population,Population,8994.41899903897,8994.41899903897,8994.41899903897
District,Salima,female,50-54,population,Population,5572.9394677125,5572.9394677125,5572.9394677125
District,Salima,female,55-59,population,Population,4987.07263714476,4987.07263714476,4987.07263714476
District,Salima,female,60-64,population,Population,3684.40589682938,3684.40589682938,3684.40589682938
District,Salima,female,65-69,population,Population,2679.51106184246,2679.51106184246,2679.51106184246
District,Salima,male,0-4,population,Population,46675.8944684495,46675.8944684495,46675.8944684495
District,Salima,male,5-9,population,Population,42008.4054968296,42008.4054968296,42008.4054968296
District,Salima,male,10-14,population,Population,39587.8179763781,39587.8179763781,39587.8179763781
District,Salima,male,15-19,population,Population,33819.8988238687,33819.8988238687,33819.8988238687
District,Salima,male,20-24,population,Population,24966.3967221548,24966.3967221548,24966.3967221548
District,Salima,male,25-29,population,Population,20194.590516376295,20194.590516376295,20194.590516376295
District,Salima,male,30-34,population,Population,16667.9448870445,16667.9448870445,16667.9448870445
District,Salima,male,35-39,population,Population,14514.5030787667,14514.5030787667,14514.5030787667
District,Salima,male,40-44,population,Population,12744.3510146216,12744.3510146216,12744.3510146216
District,Salima,male,45-49,population,Population,9684.99312538569,9684.99312538569,9684.99312538569
District,Salima,male,50-54,population,Population,5792.31487211899,5792.31487211899,5792.31487211899
District,Salima,male,55-59,population,Population,3727.26928575087,3727.26928575087,3727.26928575087
District,Salima,male,60-64,population,Population,2894.67065794957,2894.67065794957,2894.67065794957
District,Salima,male,65-69,population,Population,2375.15108217629,2375.15108217629,2375.15108217629
District,Salima,female,0-4,prevalence,HIV prevalence,0.00233971423017948,0.00203022294025557,0.00268436581262235
District,Salima,female,5-9,prevalence,HIV prevalence,0.00486676556704414,0.00417238013417431,0.00561457952174361
District,Salima,female,10-14,prevalence,HIV prevalence,0.00814474042529695,0.00698363518593327,0.0093954575400814
District,Salima,female,15-19,prevalence,HIV prevalence,0.0121904951609524,0.00967288891384382,0.0154866199781604
District,Salima,female,20-24,prevalence,HIV prevalence,0.0233033507158426,0.0189450398656701,0.0283703756601942
District,Salima,female,25-29,prevalence,HIV prevalence,0.0463198969733981,0.0386008937495047,0.0552036520181821
District,Salima,female,30-34,prevalence,HIV prevalence,0.0865820922450948,0.0738780419758418,0.100554700309078
District,Salima,female,35-39,prevalence,HIV prevalence,0.13265250401538,0.115360062003668,0.151282518012058
District,Salima,female,40-44,prevalence,HIV prevalence,0.164832392856166,0.14315589800891,0.188454288743601
District,Salima,female,45-49,prevalence,HIV prevalence,0.170147990561492,0.14605388696444,0.196802408014127
District,Salima,female,50-54,prevalence,HIV prevalence,0.161005283413318,0.138353980882834,0.190013253274604
District,Salima,female,55-59,prevalence,HIV prevalence,0.105127864275202,0.0856905816004983,0.128286464313462
District,Salima,female,60-64,prevalence,HIV prevalence,0.0835371922979834,0.0672086962363978,0.103164164677835
District,Salima,female,65-69,prevalence,HIV prevalence,0.0848068485715756,0.0656827661401296,0.106942555433125
District,Salima,male,0-4,prevalence,HIV prevalence,0.00234203450337254,0.00203217712866293,0.00268712836711707
District,Salima,male,5-9,prevalence,HIV prevalence,0.00487775706955843,0.00418180033720608,0.00562726591603314
District,Salima,male,10-14,prevalence,HIV prevalence,0.00812958450748346,0.00697064488615269,0.00937797825076149
District,Salima,male,15-19,prevalence,HIV prevalence,0.00925179806797463,0.007406871234319,0.0114791787956675
District,Salima,male,20-24,prevalence,HIV prevalence,0.010596945593877201,0.00811393156350959,0.0138510115665353
District,Salima,male,25-29,prevalence,HIV prevalence,0.0181717680809644,0.0142775791600265,0.0230409987346615
District,Salima,male,30-34,prevalence,HIV prevalence,0.0367342217391202,0.0295060162835638,0.0446806784388761
District,Salima,male,35-39,prevalence,HIV prevalence,0.0624508041154831,0.0519753187768357,0.0751323373925798
District,Salima,male,40-44,prevalence,HIV prevalence,0.0958357979474978,0.0810794936603399,0.112380677562235
District,Salima,male,45-49,prevalence,HIV prevalence,0.129048193330882,0.110809833366892,0.151424269702132
District,Salima,male,50-54,prevalence,HIV prevalence,0.15135197677915,0.12857352326892801,0.176199059785209
District,Salima,male,55-59,prevalence,HIV prevalence,0.133834770061828,0.111218838243354,0.159474789945347
District,Salima,male,60-64,prevalence,HIV prevalence,0.104561307939917,0.0839645334829648,0.12822196639895
District,Salima,male,65-69,prevalence,HIV prevalence,0.0873182414667691,0.0665287327262416,0.109944233592676
District,Salima,female,0-4,plhiv,PLHIV,107.594910683297,93.3637168898886,123.442440449727
District,Salima,female,5-9,plhiv,PLHIV,204.485051754322,175.314292324952,235.898464615765
District,Salima,female,10-14,plhiv,PLHIV,319.778354702734,274.204103672106,368.86510492974
District,Salima,female,15-19,plhiv,PLHIV,421.019158262639,334.129934421298,534.729537225972
District,Salima,female,20-24,plhiv,PLHIV,628.758724682243,511.325286216931,765.195784853351
District,Salima,female,25-29,plhiv,PLHIV,1051.21672835521,876.521765864162,1252.0327005918
District,Salima,female,30-34,plhiv,PLHIV,1690.14591302905,1443.46587353618,1960.9406448236
District,Salima,female,35-39,plhiv,PLHIV,2343.65852855142,2040.65870587097,2669.26009142978
District,Salima,female,40-44,plhiv,PLHIV,2209.01171122578,1921.47691255708,2521.34348718534
District,Salima,female,45-49,plhiv,PLHIV,1530.38231895458,1315.92538537077,1766.77322756005
District,Salima,female,50-54,plhiv,PLHIV,897.272698444315,772.28361773862,1056.75023803384
District,Salima,female,55-59,plhiv,PLHIV,524.280295328326,427.939635817245,638.716756267643
District,Salima,female,60-64,plhiv,PLHIV,307.78492390726,247.913876204751,379.565407056627
District,Salima,female,65-69,plhiv,PLHIV,227.240888867535,176.238929717429,286.100483829979
District,Salima,male,0-4,plhiv,PLHIV,109.316555320884,94.8549410606451,125.422270681797
District,Salima,male,5-9,plhiv,PLHIV,204.906796893038,175.675987845616,236.384898898027
District,Salima,male,10-14,plhiv,PLHIV,321.832511705839,275.966283411838,371.233898405153
District,Salima,male,15-19,plhiv,PLHIV,312.894874597766,250.479168958642,388.262967264758
District,Salima,male,20-24,plhiv,PLHIV,264.567547739828,202.553358072761,345.85969815959
District,Salima,male,25-29,plhiv,PLHIV,366.971415353633,288.2801251071,465.403940826603
District,Salima,male,30-34,plhiv,PLHIV,612.283983416127,491.647069367961,744.997602019964
District,Salima,male,35-39,plhiv,PLHIV,906.442388605636,754.04525736147,1091.1228258203
District,Salima,male,40-44,plhiv,PLHIV,1221.36504880926,1032.62805888027,1433.27309211475
District,Salima,male,45-49,plhiv,PLHIV,1249.83086525304,1072.32167090616,1468.00559547648
District,Salima,male,50-54,plhiv,PLHIV,876.678306022481,743.983016090471,1021.73193083712
District,Salima,male,55-59,plhiv,PLHIV,498.838227816983,414.125452024158,595.085001683691
District,Salima,male,60-64,plhiv,PLHIV,302.670550050506,242.827221272829,371.551368316983
District,Salima,male,65-69,plhiv,PLHIV,207.394015713527,157.869927995391,261.397017439537
District,Salima,female,0-4,art_coverage,ART coverage,0.706548437080103,0.634759097402804,0.77753503617247
District,Salima,female,5-9,art_coverage,ART coverage,0.738409555930349,0.671051193126795,0.804020386918247
District,Salima,female,10-14,art_coverage,ART coverage,0.749528214241707,0.68389965708252,0.813121550813492
District,Salima,female,15-19,art_coverage,ART coverage,0.977652057416775,0.959290116481717,0.988943195145127
District,Salima,female,20-24,art_coverage,ART coverage,0.963033923450927,0.939678760636127,0.979229863384751
District,Salima,female,25-29,art_coverage,ART coverage,0.970267162033542,0.952642014250645,0.983302054077377
District,Salima,female,30-34,art_coverage,ART coverage,0.982427492592716,0.972006240818695,0.99018154751287
District,Salima,female,35-39,art_coverage,ART coverage,0.990698222101012,0.984983885557457,0.994717922065682
District,Salima,female,40-44,art_coverage,ART coverage,0.993365959220007,0.988928718414956,0.996522369243743
District,Salima,female,45-49,art_coverage,ART coverage,0.994655634122231,0.990443610339404,0.997243929445569
District,Salima,female,50-54,art_coverage,ART coverage,0.994089654217253,0.988735609067263,0.997064016982549
District,Salima,female,55-59,art_coverage,ART coverage,0.991098335538104,0.982972682506291,0.995578465052707
District,Salima,female,60-64,art_coverage,ART coverage,0.991432009410972,0.982768719040782,0.996170519460823
District,Salima,female,65-69,art_coverage,ART coverage,0.991460344714377,0.982449438717716,0.996384807762815
District,Salima,male,0-4,art_coverage,ART coverage,0.70623878346262,0.635426691608852,0.778032933810152
District,Salima,male,5-9,art_coverage,ART coverage,0.737941216949666,0.671422145875504,0.804285137284098
District,Salima,male,10-14,art_coverage,ART coverage,0.749238863740769,0.684432532644684,0.813496005205953
District,Salima,male,15-19,art_coverage,ART coverage,0.839447302153732,0.781257596073994,0.891270037377983
District,Salima,male,20-24,art_coverage,ART coverage,0.731849805987089,0.597505783514493,0.838311682161514
District,Salima,male,25-29,art_coverage,ART coverage,0.743685361669515,0.622410953409151,0.841066268037465
District,Salima,male,30-34,art_coverage,ART coverage,0.788676005594365,0.679811097748026,0.877534505749311
District,Salima,male,35-39,art_coverage,ART coverage,0.871220793455614,0.795638381158298,0.926610297130264
District,Salima,male,40-44,art_coverage,ART coverage,0.907424633657797,0.853057623514746,0.946846588870093
District,Salima,male,45-49,art_coverage,ART coverage,0.927051841867273,0.880291619149716,0.959348100796599
District,Salima,male,50-54,art_coverage,ART coverage,0.928386269810959,0.879683995613059,0.962576592411463
District,Salima,male,55-59,art_coverage,ART coverage,0.903856090369609,0.840110260756254,0.948219901163074
District,Salima,male,60-64,art_coverage,ART coverage,0.902375130771418,0.826175219934094,0.952256941235275
District,Salima,male,65-69,art_coverage,ART coverage,0.90453961680427,0.827474535937744,0.955347283224008
District,Salima,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.717850181498904,0.649639948083264,0.785610170624585
District,Salima,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.755112278646898,0.693098783690721,0.815923884764222
District,Salima,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.771144856447995,0.712433936046606,0.828525488822841
District,Salima,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.977652057416775,0.959290116481717,0.988943195145127
District,Salima,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.963033923450927,0.939678760636127,0.979229863384751
District,Salima,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.970267162033542,0.952642014250645,0.983302054077377
District,Salima,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.982427492592716,0.972006240818695,0.99018154751287
District,Salima,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.990698222101012,0.984983885557457,0.994717922065682
District,Salima,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.993365959220007,0.988928718414956,0.996522369243743
District,Salima,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.994655634122231,0.990443610339404,0.997243929445569
District,Salima,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.994089654217253,0.988735609067263,0.997064016982549
District,Salima,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.991098335538104,0.982972682506291,0.995578465052707
District,Salima,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.991432009410972,0.982768719040782,0.996170519460823
District,Salima,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.991460344714377,0.982449438717716,0.996384807762815
District,Salima,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.717562729504799,0.64929553189154,0.786703290096586
District,Salima,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.754678307839066,0.692163738235232,0.816929671184684
District,Salima,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.770892287783709,0.711385027423658,0.829774464891402
District,Salima,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.855733420006567,0.803032168918558,0.90248199232162
District,Salima,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.79152637324883,0.683364655380418,0.875453514577256
District,Salima,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.812488205462129,0.720269340428142,0.88488502436252
District,Salima,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.868805848557729,0.798237834548933,0.924877385765682
District,Salima,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.908176049668402,0.853206839348471,0.947950343300645
District,Salima,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.934552712811832,0.895572107998739,0.962564260580633
District,Salima,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.949477628856734,0.916706704076945,0.971935119024147
District,Salima,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.947740294570181,0.911826593811124,0.972771455627191
District,Salima,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.929820531807404,0.882627822490904,0.962351308066141
District,Salima,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.928744383092841,0.87226299844166,0.965306278381082
District,Salima,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.930339436102015,0.873240583728153,0.967560876945372
District,Salima,female,0-4,incidence,HIV incidence,7.0274701194086e-4,6.1786830985006e-4,7.966140458478e-4
District,Salima,female,5-9,incidence,HIV incidence,0,0,0
District,Salima,female,10-14,incidence,HIV incidence,0,0,0
District,Salima,female,15-19,incidence,HIV incidence,5.7370494567295e-4,4.9381653900813e-4,6.735972033706e-4
District,Salima,female,20-24,incidence,HIV incidence,0.00174710516847688,0.00150380664365676,0.00205133145916745
District,Salima,female,25-29,incidence,HIV incidence,0.00184351048381711,0.00158678545305636,0.00216452618397007
District,Salima,female,30-34,incidence,HIV incidence,0.00149956219075663,0.00129073848145811,0.00176067923098118
District,Salima,female,35-39,incidence,HIV incidence,0.00111988241603056,9.6393447805052e-4,0.00131488128459556
District,Salima,female,40-44,incidence,HIV incidence,8.1635609984335e-4,7.026770839824e-4,9.5850070320416e-4
District,Salima,female,45-49,incidence,HIV incidence,5.8855116601385e-4,5.0659532388621e-4,6.9102858496087e-4
District,Salima,female,50-54,incidence,HIV incidence,4.2010184569338e-4,3.6160309500066e-4,4.9324833871243e-4
District,Salima,female,55-59,incidence,HIV incidence,3.0398142121482e-4,2.6165257144928e-4,3.5690905115822e-4
District,Salima,female,60-64,incidence,HIV incidence,2.2330223886865e-4,1.9220794170237e-4,2.621822234796e-4
District,Salima,female,65-69,incidence,HIV incidence,1.6459842015251e-4,1.4167855492676e-4,1.9325714987413e-4
District,Salima,male,0-4,incidence,HIV incidence,7.0518181478112e-4,6.2000894533228e-4,7.9937419562553e-4
District,Salima,male,5-9,incidence,HIV incidence,0,0,0
District,Salima,male,10-14,incidence,HIV incidence,0,0,0
District,Salima,male,15-19,incidence,HIV incidence,3.31896790243373e-5,2.8568140665615e-5,3.89683822075992e-5
District,Salima,male,20-24,incidence,HIV incidence,3.8764484203755e-4,3.3366585983464e-4,4.5513976850043e-4
District,Salima,male,25-29,incidence,HIV incidence,9.0482339682626e-4,7.7882500996183e-4,0.00106237224694128
District,Salima,male,30-34,incidence,HIV incidence,0.00119932974664737,0.00103231847517889,0.00140816231257054
District,Salima,male,35-39,incidence,HIV incidence,0.00124974979421323,0.00107571689862492,0.00146736246905786
District,Salima,male,40-44,incidence,HIV incidence,0.0011547302829977,9.9392993707139e-4,0.00135579651842228
District,Salima,male,45-49,incidence,HIV incidence,0.00100086535939717,8.6149224320181e-4,0.00117513834047926
District,Salima,male,50-54,incidence,HIV incidence,8.3365712411501e-4,7.1756910544602e-4,0.00097881386343811011
District,Salima,male,55-59,incidence,HIV incidence,6.7633389497767e-4,5.8215408286757e-4,7.9409623737401e-4
District,Salima,male,60-64,incidence,HIV incidence,5.4291130559288e-4,4.6731113063777e-4,6.3744147031374e-4
District,Salima,male,65-69,incidence,HIV incidence,4.3339690506139e-4,3.7304687757553e-4,5.0885820246819e-4
District,Lilongwe,female,0-4,population,Population,218599.050622915,218599.050622915,218599.050622915
District,Lilongwe,female,5-9,population,Population,201332.189438484,201332.189438484,201332.189438484
District,Lilongwe,female,10-14,population,Population,202351.990305779,202351.990305779,202351.990305779
District,Lilongwe,female,15-19,population,Population,184293.756332106,184293.756332106,184293.756332106
District,Lilongwe,female,20-24,population,Population,164500.854347057,164500.854347057,164500.854347057
District,Lilongwe,female,25-29,population,Population,139241.382763898,139241.382763898,139241.382763898
District,Lilongwe,female,30-34,population,Population,119914.667712061,119914.667712061,119914.667712061
District,Lilongwe,female,35-39,population,Population,106531.40453263,106531.40453263,106531.40453263
District,Lilongwe,female,40-44,population,Population,81752.3126027652,81752.3126027652,81752.3126027652
District,Lilongwe,female,45-49,population,Population,48799.9952992893,48799.9952992893,48799.9952992893
District,Lilongwe,female,50-54,population,Population,32195.7567393971,32195.7567393971,32195.7567393971
District,Lilongwe,female,55-59,population,Population,25544.9646281322,25544.9646281322,25544.9646281322
District,Lilongwe,female,60-64,population,Population,18614.6863122055,18614.6863122055,18614.6863122055
District,Lilongwe,female,65-69,population,Population,12128.3250071482,12128.3250071482,12128.3250071482
District,Lilongwe,male,0-4,population,Population,218347.885616746,218347.885616746,218347.885616746
District,Lilongwe,male,5-9,population,Population,199209.782910182,199209.782910182,199209.782910182
District,Lilongwe,male,10-14,population,Population,194645.872317635,194645.872317635,194645.872317635
District,Lilongwe,male,15-19,population,Population,179516.393562258,179516.393562258,179516.393562258
District,Lilongwe,male,20-24,population,Population,162252.772807895,162252.772807895,162252.772807895
District,Lilongwe,male,25-29,population,Population,137780.933001793,137780.933001793,137780.933001793
District,Lilongwe,male,30-34,population,Population,111858.887447359,111858.887447359,111858.887447359
District,Lilongwe,male,35-39,population,Population,96959.4012310434,96959.4012310434,96959.4012310434
District,Lilongwe,male,40-44,population,Population,84139.2071881772,84139.2071881772,84139.2071881772
District,Lilongwe,male,45-49,population,Population,57442.9739573151,57442.9739573151,57442.9739573151
District,Lilongwe,male,50-54,population,Population,34353.207921863,34353.207921863,34353.207921863
District,Lilongwe,male,55-59,population,Population,21465.4733584866,21465.4733584866,21465.4733584866
District,Lilongwe,male,60-64,population,Population,15457.075767706,15457.075767706,15457.075767706
District,Lilongwe,male,65-69,population,Population,10426.8277939312,10426.8277939312,10426.8277939312
District,Lilongwe,female,0-4,prevalence,HIV prevalence,0.00265766479459885,0.00250293665892231,0.00281436261165959
District,Lilongwe,female,5-9,prevalence,HIV prevalence,0.00496192693491389,0.00461118201723889,0.00532589975006324
District,Lilongwe,female,10-14,prevalence,HIV prevalence,0.0081784592362645,0.00760255062761626,0.00877770889138653
District,Lilongwe,female,15-19,prevalence,HIV prevalence,0.0129928266468878,0.0108973023560203,0.0157458787500168
District,Lilongwe,female,20-24,prevalence,HIV prevalence,0.0258781717896628,0.0224035692856296,0.0298644813449842
District,Lilongwe,female,25-29,prevalence,HIV prevalence,0.0545527313844343,0.0487756745806514,0.060607160531327
District,Lilongwe,female,30-34,prevalence,HIV prevalence,0.0996996441327454,0.0916325070885664,0.108274904087004
District,Lilongwe,female,35-39,prevalence,HIV prevalence,0.147682922139394,0.137015808690582,0.157258550877987
District,Lilongwe,female,40-44,prevalence,HIV prevalence,0.171815288062077,0.159762619361083,0.184794542551984
District,Lilongwe,female,45-49,prevalence,HIV prevalence,0.17454291001828,0.159565246591649,0.190943848308746
District,Lilongwe,female,50-54,prevalence,HIV prevalence,0.148357695965624,0.133001137990636,0.16554110944147
District,Lilongwe,female,55-59,prevalence,HIV prevalence,0.102298556122929,0.0885415017622957,0.117846429102086
District,Lilongwe,female,60-64,prevalence,HIV prevalence,0.0748794443110282,0.0628817211326513,0.0895215149166756
District,Lilongwe,female,65-69,prevalence,HIV prevalence,0.0723494722593416,0.05818754379407,0.0889909191851372
District,Lilongwe,male,0-4,prevalence,HIV prevalence,0.00268141788842854,0.00252580758579969,0.00283896893944859
District,Lilongwe,male,5-9,prevalence,HIV prevalence,0.00496487139208175,0.00461386011264905,0.00532921306766115
District,Lilongwe,male,10-14,prevalence,HIV prevalence,0.00813529472451514,0.00755764861191404,0.00872799775149143
District,Lilongwe,male,15-19,prevalence,HIV prevalence,0.00986596119369569,0.00803158495659809,0.0120133189158113
District,Lilongwe,male,20-24,prevalence,HIV prevalence,0.0124206095577221,0.00988976743112222,0.0154858086269939
District,Lilongwe,male,25-29,prevalence,HIV prevalence,0.0234175419019938,0.0192618930262123,0.0280340695791416
District,Lilongwe,male,30-34,prevalence,HIV prevalence,0.0482030603393,0.04134657556025,0.055273140275064
District,Lilongwe,male,35-39,prevalence,HIV prevalence,0.0808905434273896,0.0718425714597396,0.0902654810572051
District,Lilongwe,male,40-44,prevalence,HIV prevalence,0.119589259565265,0.108776262029489,0.130984796007846
District,Lilongwe,male,45-49,prevalence,HIV prevalence,0.155058157710393,0.14124430638861,0.170635691498301
District,Lilongwe,male,50-54,prevalence,HIV prevalence,0.165868338723934,0.147957842058831,0.184296149465208
District,Lilongwe,male,55-59,prevalence,HIV prevalence,0.143452333689365,0.123886496231522,0.16470589491346
District,Lilongwe,male,60-64,prevalence,HIV prevalence,0.112529011181692,0.0934480421852228,0.134389675370194
District,Lilongwe,male,65-69,prevalence,HIV prevalence,0.092504185837607,0.0742173844327876,0.112172399531607
District,Lilongwe,female,0-4,plhiv,PLHIV,580.963000973255,547.143030875003,615.213062474906
District,Lilongwe,female,5-9,plhiv,PLHIV,998.995613640002,928.392643416178,1072.25915065665
District,Lilongwe,female,10-14,plhiv,PLHIV,1654.9275040928,1538.4273183506,1776.14353628541
District,Lilongwe,female,15-19,plhiv,PLHIV,2394.49682812683,2008.60604206285,2901.29545757392
District,Lilongwe,female,20-24,plhiv,PLHIV,4256.98136833944,3686.31845848012,4911.33841921835
District,Lilongwe,female,25-29,plhiv,PLHIV,7595.9977515161,6794.35365521388,8435.43200995085
District,Lilongwe,female,30-34,plhiv,PLHIV,11955.4496971889,10994.1896454955,12976.0859862689
District,Lilongwe,female,35-39,plhiv,PLHIV,15732.8691209927,14606.982435829,16742.1751106784
District,Lilongwe,female,40-44,plhiv,PLHIV,14046.297139585,13071.3089910156,15094.5160988494
District,Lilongwe,female,45-49,plhiv,PLHIV,8517.69318841631,7794.39719025951,9308.10230606597
District,Lilongwe,female,50-54,plhiv,PLHIV,4776.48828972667,4286.4762800919,5323.60106365639
District,Lilongwe,female,55-59,plhiv,PLHIV,2613.21299766921,2263.89847074128,3007.21681441301
District,Lilongwe,female,60-64,plhiv,PLHIV,1393.85736708205,1171.49291322846,1664.73374848367
District,Lilongwe,female,65-69,plhiv,PLHIV,877.477913656951,706.404536668217,1078.07858861712
District,Lilongwe,male,0-4,plhiv,PLHIV,585.481926393292,551.508408527264,619.878697160808
District,Lilongwe,male,5-9,plhiv,PLHIV,989.050952193578,919.139828482723,1061.61488531784
District,Lilongwe,male,10-14,plhiv,PLHIV,1583.5015382143,1471.10129253722,1698.8258593819
District,Lilongwe,male,15-19,plhiv,PLHIV,1771.10177251744,1441.68445091807,2156.79208653966
District,Lilongwe,male,20-24,plhiv,PLHIV,2015.27834070466,1604.46308624332,2512.95513054528
